OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label,Match_Confidence_Score
geological_services,Other Services,Other Services,Business and Professional Services,11060,Business and Professional Services > Geological Service,0.950
tv_mounting,Other Services,Other Services,Business and Professional Services,11189,"Business and Professional Services > Print, TV, Radio and Outdoor Advertising Service",0.807
weather_forecast_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services,0.390
phlebologist,Other Services,Other Services,Business and Professional Services,11060,Business and Professional Services > Geological Service,0.187
travel_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services,0.396
video_and_video_game_rentals,Other Services,Other Services,Business and Professional Services,11082,Business and Professional Services > Home Improvement Service > Doors and Windows Contractor,0.200
shipping_collection_services,Other Services,Other Services,Business and Professional Services,11163,"Business and Professional Services > Shipping, Freight, and Material Transportation Service",0.807
mortuary_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services,0.373
private_investigation,Other Services,Other Services,Business and Professional Services,11144,Business and Professional Services > Radio Station,0.235
fmcg_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler,0.950
tower,Other Services,Other Services,Business and Professional Services,11093,Business and Professional Services > Home Improvement Service > Mover,0.240
strip_club,Other Services,Other Services,Business and Professional Services,11139,Business and Professional Services > Photography Service > Photography Lab,0.192
paint_and_sip,Other Services,Other Services,Business and Professional Services,11046,Business and Professional Services > Financial Service > Banking and Finance,0.225
laboratory,Other Services,Healthcare & Medical,Health and Medicine,15006,Health and Medicine > Chiropractor,0.218
pool_and_billiards,Other Services,Other Services,Business and Professional Services,11100,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service,0.295
geriatric_psychiatry,Other Services,Healthcare & Medical,Health and Medicine,15036,Health and Medicine > Physician > Geriatric Doctor,0.589
business,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services,0.950
money_transfer_services,Other Services,Financial Services,Business and Professional Services,11000,Business and Professional Services,0.368
home_service,Other Services,Other Services,Business and Professional Services,11089,Business and Professional Services > Home Improvement Service > Home Service,1.000
surgical_appliances_and_supplies,Other Services,Healthcare & Medical,Health and Medicine,15026,Health and Medicine > Physical Therapy Clinic,0.175
digitizing_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services,0.366
drinking_water_dispenser,Other Services,Other Services,Business and Professional Services,11176,Business and Professional Services > Water Treatment Service,0.387
furniture_wholesalers,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler,0.950
computer_hardware_company,Other Services,Other Services,Business and Professional Services,11168,Business and Professional Services > Technology Business > Software Company,0.473
dance_wear,Other Services,Other Services,Business and Professional Services,11026,Business and Professional Services > Child Care Service > Daycare,0.235
session_photography,Other Services,Arts & Entertainment,Arts and Entertainment,10025,Arts and Entertainment > Movie Theater > Drive-in Theater,0.160
house_sitting,Other Services,Other Services,Business and Professional Services,11063,Business and Professional Services > Health and Beauty Service > Bath House,0.474
mailbox_center,Other Services,Other Services,Business and Professional Services,11031,Business and Professional Services > Distribution Center,0.542
gerontologist,Other Services,Healthcare & Medical,Health and Medicine,15040,Health and Medicine > Physician > Oncologist,0.313
holiday_rental_home,Other Services,Other Services,Business and Professional Services,11059,Business and Professional Services > Funeral Home,0.406
wood_and_pulp,Other Services,Other Services,Business and Professional Services,11011,Business and Professional Services > Automotive Service > Car Wash and Detail,0.175
props,Other Services,Other Services,Business and Professional Services,11174,Business and Professional Services > Warehouse,0.171
casting_molding_and_machining,Other Services,Other Services,Business and Professional Services,11087,"Business and Professional Services > Home Improvement Service > Heating, Ventilating and Air Conditioning Contractor",0.220
osteopath,Other Services,Healthcare & Medical,Health and Medicine,15014,Health and Medicine > Hospital,0.188
bottled_water_company,Other Services,Other Services,Business and Professional Services,11168,Business and Professional Services > Technology Business > Software Company,0.481
wellness_program,Other Services,Healthcare & Medical,Health and Medicine,15055,Health and Medicine > Weight Loss Center,0.165
